date,current_rate,actual_future_rate,pred_p10,pred_p50,pred_p90,naive_pred,pred_delta_p50
2025-10-30,28.64,28.96,27.80420420318781,28.107753987267394,28.845627568662778,28.64,-0.5322460127326067
2025-10-31,28.56,29.39,27.806798197328433,28.113113636925597,28.718853734434262,28.56,-0.44688636307440177
2025-11-01,29.22,28.86,27.837010599672183,28.176147694542784,28.797884725034848,29.22,-1.0438523054572144
2025-11-02,29.19,28.54,27.83019182830988,28.142889256432433,28.8942477926618,29.19,-1.0471107435675684
2025-11-03,29.62,28.72,27.787917353212222,28.29075455184259,28.919934056699887,29.62,-1.3292454481574119
2025-11-04,28.92,29.19,28.15201876312433,28.831976170494933,29.21713712066473,28.92,-0.08802382950506882
2025-11-05,28.94,28.33,27.837107874452457,28.31740021224298,28.84807088226141,28.94,-0.6225997877570215
2025-11-06,28.96,28.46,27.758939005433902,28.132860417321105,28.902415059507504,28.96,-0.8271395826788961
2025-11-07,29.39,28.35,27.867188669740543,28.340399022057433,29.09856488555731,29.39,-1.0496009779425677
2025-11-08,28.86,28.61,27.967063166200504,28.446335072472472,29.139141820371762,28.86,-0.4136649275275275
2025-11-09,28.54,29.18,27.78085634857355,28.33994316573419,28.91244962066473,28.54,-0.20005683426580845
